decision_date,exit_date,universe,action,symbol,reason,entry_date,entry_rank,exit_rank,score,exit_price,quantity,gross_value,cost_value,brokerage,stt,exchange_charge,sebi_charge,gst,stamp_duty,sell_transaction_cost,net_value,realized_pnl,entry_price,buy_transaction_cost,invested_amount,total_transaction_cost,net_realized_pnl,holding_days,proceeds,gross_realized_pnl,return_pct,sell_reason
2021-08-10,2021-08-11,NIFTY100,SELL,AMBUJACEM,RANK_EXIT,2021-08-10,3,12.0,0.48850236218993465,383.2216491699219,254.938772290135,97698.05675438071,100000.0,0.0,97.69805675438072,2.9016322856051073,0.0976980567543807,0.5398794616247078,0.0,101.23726655836491,97596.81948782234,-2403.180512177656,391.78574723161074,118.62259999999999,100000.0,219.8598665583649,-2403.180512177656,1,97698.05675438071,-2301.943245619288,-0.02403180512177656,RANK_EXIT
2021-08-10,2021-08-11,NIFTY100,SELL,TECHM,RANK_EXIT,2021-08-10,5,11.0,0.45399596039929124,1110.6046142578125,92.41999365333771,102642.07140107462,100000.0,0.0,102.64207140107462,3.048469520611916,0.1026420714010746,0.5672000865623383,0.0,106.36038307964995,102535.71101799497,2535.711017994967,1080.7334371245418,118.62259999999999,100000.0,224.98298307964996,2535.711017994967,1,102642.07140107462,2642.071401074616,0.02535711017994967,RANK_EXIT
2021-08-10,2021-08-11,NIFTY500,SELL,LTTS,RANK_EXIT,2021-08-10,9,72.0,0.5786532576237515,3447.675537109375,14.243597988248492,49107.304344504635,50000.0,0.0,49.107304344504634,1.4584869390317876,0.04910730434450463,0.2713669638077326,0.0,50.88626555168865,49056.41807895295,-943.5819210470509,3506.184935941253,59.311299999999996,50000.0,110.19756555168865,-943.5819210470509,1,49107.304344504635,-892.6956554953649,-0.018871638420941018,RANK_EXIT
2021-08-10,2021-08-11,NIFTY500,SELL,TATAPOWER,RANK_EXIT,2021-08-10,10,56.0,0.5749403543646494,125.27920532226562,390.057489855071,48866.09235904099,50000.0,0.0,48.86609235904099,1.4513229430635173,0.048866092359040984,0.27003402637606044,0.0,50.63631542083961,48815.45604362015,-1184.54395637985,128.03417444581274,59.311299999999996,50000.0,109.94761542083961,-1184.54395637985,1,48866.09235904099,-1133.9076409590125,-0.023690879127597,RANK_EXIT
2021-08-12,2021-08-13,NIFTY500,SELL,SRF,RANK_EXIT,2021-08-10,8,39.0,0.3126795279613671,1746.5438232421875,28.13793968389708,49144.14475367167,50000.0,0.0,49.144144753671675,1.4595810991840488,0.049144144753671674,0.27157054390878965,0.0,50.92444054151818,49093.22031313016,-906.7796868698424,1774.852361652488,59.311299999999996,50000.0,110.23574054151817,-906.7796868698424,3,49144.14475367167,-855.8552463283268,-0.018135593737396847,RANK_EXIT
2021-08-13,2021-08-16,NIFTY500,SELL,IRCTC,RANK_EXIT,2021-08-10,6,43.0,0.29440391621867773,502.4063415527344,98.08257288159528,49277.30661152172,50000.0,0.0,49.27730661152172,1.4635360063621952,0.04927730661152172,0.27230639633526904,0.0,51.06242632083071,49226.24418520089,-773.7558147991076,509.16984773929323,59.311299999999996,50000.0,110.37372632083071,-773.7558147991076,6,49277.30661152172,-722.6933884782775,-0.015475116295982153,RANK_EXIT
2021-08-17,2021-08-18,NIFTY500,SELL,SAIL,RANK_EXIT,2021-08-10,4,41.0,0.3184615408820423,110.74010467529297,428.44848559072926,47446.43014228811,50000.0,0.0,47.446430142288115,1.409158975225957,0.04744643014228811,0.26218897296628413,0.0,49.165224520622644,47397.26491776749,-2602.7350822325097,116.56171133652995,59.311299999999996,50000.0,108.47652452062263,-2602.7350822325097,8,47446.43014228811,-2553.569857711889,-0.052054701644650196,RANK_EXIT
2021-08-20,2021-08-23,NIFTY100,SELL,JSWSTEEL,RANK_EXIT,2021-08-10,4,10.0,0.5642307623668494,654.0103759765625,139.52727518072226,91252.28569992946,100000.0,0.0,91.25228569992946,2.710192885287905,0.09125228569992945,0.5042601307778102,0.0,94.5579910016951,91157.72770892776,-8842.272291072237,715.8555721139753,118.62259999999999,100000.0,213.1805910016951,-8842.272291072237,13,91252.28569992946,-8747.71430007054,-0.08842272291072237,RANK_EXIT
2021-08-24,2021-08-25,NIFTY100,SELL,JSWSTEEL,RANK_EXIT,2021-08-24,5,11.0,0.5835278815585809,653.6758422851562,147.0197306628892,96103.24627360092,97096.75273824837,0.0,96.10324627360092,2.8542664143259473,0.09610324627360091,0.5310665389079187,0.0,99.58468247310839,96003.6615911278,-1093.0911471205618,659.6500592700027,115.1786926136814,97096.75273824837,214.76337508678978,-1093.0911471205618,1,96103.24627360092,-993.5064646474493,-0.011257751843331946,RANK_EXIT
2021-08-24,2021-08-25,NIFTY500,SELL,SAIL,RANK_EXIT,2021-08-24,5,47.0,0.7046255685400165,102.93482208251953,483.8748788969,49807.574569453085,48717.72070773433,0.0,49.80757456945309,1.4792849647127566,0.04980757456945308,0.27523665707079775,0.0,51.6119037658061,49755.96266568728,1038.2419579529524,100.56304347045494,57.79022696425287,48717.72070773433,109.40213073005896,1038.2419579529524,1,49807.574569453085,1089.8538617187587,0.021311382036559915,RANK_EXIT
